id,code
1733,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (++trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1734,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b-- <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1735,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b-- + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1736,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == ++c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1737,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + --c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1738,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + ~c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1739,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (true && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1740,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian++ == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1741,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1742,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && ++a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1743,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a-- + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1744,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (false) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1745,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (~a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1746,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a < c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1747,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && true) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1748,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1749,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 && b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1750,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = -trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1751,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b >= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1752,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == ++c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1753,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || --c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1754,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > ~b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1755,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c == b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1756,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a * b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1757,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b >= c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1758,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian == 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1759,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + -1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1760,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c-- > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1761,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 0;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1762,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a-- == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1763,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian++ + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1764,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if ((a + b < c || a + c < b) ^ b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1765,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian++ == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1766,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian < 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1767,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian != 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1768,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c == a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1769,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (!(a <= 0 || b <= 0) || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1770,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return -ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1771,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian + 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian-- > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
1772,"public static  int classify( int a, int b, int c )
{
    int trian;
    if (a <= 0 || b <= 0 || c <= 0) {
        return INVALID;
    }
    trian = 0;
    if (a == b) {
        trian = trian + 1;
    }
    if (a == c) {
        trian = trian + 2;
    }
    if (b == c) {
        trian = trian * 3;
    }
    if (trian == 0) {
        if (a + b < c || a + c < b || b + c < a) {
            return INVALID;
        } else {
            return SCALENE;
        }
    }
    if (trian > 3) {
        return EQUILATERAL;
    }
    if (trian == 1 && a + b > c) {
        return ISOSCELES;
    } else {
        if (trian == 2 && a + c > b) {
            return ISOSCELES;
        } else {
            if (trian == 3 && b + c > a) {
                return ISOSCELES;
            }
        }
    }
    return INVALID;
}"
